,subj_idx,subnum_J,turkId, Private ID,Direction,PDI,PDI_GROUP,CAPS,CAPS_GROUP,ASI,ASI_GROUP,dospert,DOSPERT_GROUP,samples,SAMPLES_GROUP,ranks,gender,language,education,religion,crtFamiliarity,verbalReasoning,wordSum,crt,intuitive,cape,pdiDichot,beadsDraws,DTD_GROUP,la_bead,adj_3,adj_6,adj_9,overAdjust,ipr,pr,bade,evidenceInt,evidIntImp,bace,posResp,la_bade,attempts,unchanged_bade,unchanged_bead,checks_passed,inattentive,unresponsive,check_match,drift_rate,decision_trheshold,trial,rt,response
1410,mqzabn,499,APY7YO8CH0ZDP,1654311,Right,11,LPDI,29,HCAPS,17,HASI,66,LDOSPERT,5.0,LSAM,6.25,0,1,1,100,5.0,0.25,0.357142857,0.0,0.714285714,1,2,4,LDTD,75,2,0,-2,0,93.5,41.5,-0.7725,-0.16625,0.30375,0.32625,3.7525,0.19125,0,0,0,3,False,False,True,0.164310774,2.004003192,1,1.6934058695652174,0.5652173913043478
675,lrkrzo,280,A1R0689JPSQ3OF,1654393,Left,107,HPDI,46,HCAPS,5,LASI,135,HDOSPERT,4.333333333,LSAM,6.333333333,1,1,3,10,5.0,1.0,0.642857143,0.857142857,0.142857143,10,11,11,HDTD,67,0,0,-1,-1,50.5,0.5,-0.2975,0.77,0.74875,0.3,4.3725,0.345,0,0,0,3,False,False,True,1.011346007,2.482957224,1,1.5929253333333333,1.0
1879,vipjax,350,A2W3KKNN3CAY66,1654406,Right,33,HPDI,49,HCAPS,16,HASI,119,HDOSPERT,5.333333333,LSAM,5.5,0,1,2,90,5.0,0.75,0.428571429,0.857142857,0.142857143,4,6,9,LDTD,63,-10,-7,-7,-24,57.0,6.5,-0.495,0.09625,0.535,0.37,4.17875,0.22625,1,0,0,3,False,False,True,2.32034999,1.543041813,1,0.9469483333333333,0.9
848,cmfwuk,278,A3B9OZQTE4US3T,1654502,Right,0,LPDI,0,LCAPS,0,LASI,67,LDOSPERT,4.5,LSAM,6.5,1,1,3,0,3.0,0.0,0.714285714,0.428571429,0.285714286,0,0,3,LDTD,20,-6,-5,-4,-15,68.0,18.0,-0.57,0.3875,0.6175,0.2325,4.16625,0.38625,1,1,0,2,False,False,True,0.7345901,1.938056545,1,1.5185594827586206,0.7931034482758621
146,cmlust,340,A3MCGKRH5KEZR8,1654566,Left,0,LPDI,7,LCAPS,3,LASI,118,HDOSPERT,2.666666667,LSAM,5.083333333,1,1,1,0,4.0,1.0,0.642857143,0.571428571,0.285714286,0,0,8,LDTD,100,0,0,0,0,65.0,0.0,-0.59375,0.34625,0.65,0.185,4.545,0.4375,2,1,0,3,False,False,True,2.496641451,1.402755866,1,0.8009328333333333,0.9666666666666667
3328,ppsour,737,A3VDG4N48AVYGQ,1654818,Left,8,LPDI,9,LCAPS,15,HASI,84,HDOSPERT,6.5,HSAM,5.75,1,1,3,1,4.0,1.0,0.857142857,0.285714286,0.571428571,1,1,9,LDTD,86,0,0,0,0,73.0,10.0,-0.51375,0.59,0.60375,0.25,4.175,0.40125,0,0,0,3,False,False,True,0.868823719,2.998277399,1,2.103473333333333,0.8333333333333334
1232,hguzcl,505,A3KC385CZNYEG5,1655000,Right,39,HPDI,295,HCAPS,28,HASI,77,LDOSPERT,4.833333333,LSAM,5.916666667,0,1,3,0,5.0,1.0,1.0,0.571428571,0.428571429,4,3,5,LDTD,74,0,0,0,0,51.0,1.0,-0.10875,1.2025,0.85625,0.37,3.2025,0.43875,0,0,0,3,False,False,True,1.172863128,1.884515476,1,1.6176533333333334,0.9333333333333333
4032,gmwdma,588,AUZ3YWTVBISNH,1655164,Right,34,HPDI,39,HCAPS,11,HASI,77,LDOSPERT,7.5,HSAM,4.166666667,1,1,1,100,,0.5,0.571428571,0.285714286,0.714285714,3,4,7,LDTD,75,0,0,0,0,67.5,20.0,-0.09625,0.92625,0.8175,0.39,3.41875,0.29375,1,2,0,3,False,False,True,2.424470508,2.209386832,1,1.0471551666666667,0.9333333333333333
3592,indvrp,754,A332S5HG3XL6TE,1655201,Left,18,LPDI,0,LCAPS,0,LASI,70,LDOSPERT,6.833333333,HSAM,6.166666667,0,1,3,45,4.0,1.0,0.714285714,0.714285714,0.285714286,2,2,13,HDTD,64,-1,-2,-1,-4,57.0,0.5,-0.5425,0.465,0.6025,0.1,4.7075,0.31125,0,0,0,3,False,False,True,1.00658427,2.470547342,1,1.9309064999999999,0.9
1202,fjuvtn,254,AUFOO8PU2BK37,1658370,Right,0,LPDI,19,HCAPS,0,LASI,69,LDOSPERT,4.833333333,LSAM,6.333333333,0,1,3,0,5.0,0.5,0.428571429,0.142857143,0.714285714,0,0,8,LDTD,49,0,0,0,0,61.5,1.0,-0.18125,1.355,0.90625,0.2075,3.89375,0.4,1,1,0,2,False,False,True,3.354613568,3.361040343,1,0.7854206666666667,0.9666666666666667
3853,tabwjc,553,A2RTJ6BDY0DZVZ,1658744,Right,39,HPDI,65,HCAPS,15,HASI,59,LDOSPERT,7.166666667,HSAM,5.25,0,1,3,90,5.0,1.0,0.642857143,0.857142857,0.142857143,4,4,8,LDTD,75,0,-5,0,-5,40.0,12.5,-0.73,-0.81375,0.11,0.305,3.47625,0.08625,0,0,0,3,False,False,True,2.886993306,3.357223037,1,0.9959264999999999,0.9666666666666667
296,embpwk,682,A3696JXTRKL2FI,1659330,Left,0,LPDI,0,LCAPS,2,LASI,84,HDOSPERT,3.166666667,LSAM,7.0,1,1,3,0,5.0,0.75,0.785714286,0.857142857,0.142857143,0,0,11,HDTD,67,-1,-4,0,-5,53.5,0.0,-0.465,0.75875,0.68875,0.30625,4.14375,0.39625,0,0,0,3,False,False,True,1.393752807,1.054109055,1,0.6803678333333333,0.9
436,ybyomq,811,A23PQPECIUVKHC,1659695,Left,14,LPDI,0,LCAPS,14,HASI,91,HDOSPERT,3.833333333,LSAM,3.666666667,1,0,3,100,3.0,1.0,0.642857143,0.857142857,0.142857143,2,3,8,LDTD,63,0,0,0,0,50.0,1.0,-0.695,-0.10875,0.435,0.205,4.2,0.3775,0,0,0,3,False,False,True,0.748101535,1.490975345,1,1.0708620689655173,0.7931034482758621
1789,xoifrj,823,A2R94TPU1TG9OR,1659845,Left,25,HPDI,0,LCAPS,6,LASI,83,HDOSPERT,5.333333333,LSAM,4.833333333,1,1,4,1,5.0,1.0,0.857142857,0.857142857,0.142857143,3,3,13,HDTD,63,0,0,0,0,49.5,0.5,-0.1075,0.99375,0.7975,0.3475,3.40625,0.29625,0,0,0,3,False,False,True,0.98618547,1.451931203,1,1.0826333333333333,0.8666666666666667
3239,cnjmeh,808,ANWY0TG55MWW9,1659902,Right,0,LPDI,40,HCAPS,25,HASI,84,HDOSPERT,6.333333333,HSAM,5.75,1,0,3,100,1.0,0.75,0.785714286,0.571428571,0.285714286,0,0,13,HDTD,60,0,0,0,0,54.5,5.5,-0.00125,1.8025,1.0775,0.32875,3.91,0.4575,0,1,0,2,False,False,True,1.191795428,2.574704279,1,1.5577053333333335,0.9333333333333333
2941,ckddfy,144,A2AY4ZM3Y9BTYZ,1660038,Left,0,LPDI,13,HCAPS,9,HASI,97,HDOSPERT,6.166666667,HSAM,5.833333333,1,1,3,20,5.0,0.25,0.928571429,0.428571429,0.571428571,0,0,11,HDTD,60,-5,-1,0,-6,49.5,0.5,-0.4625,0.60375,0.645,0.305,4.15,0.3525,0,0,0,3,False,False,True,1.796173451,1.69017298,1,1.5913973333333333,0.9
356,klvhym,156,A1TYDVHEFPZC86,1660374,Right,0,LPDI,51,HCAPS,4,LASI,76,LDOSPERT,3.333333333,LSAM,5.666666667,0,1,3,95,3.0,0.75,0.857142857,0.714285714,0.285714286,0,0,28,HDTD,68,-6,-12,-13,-31,52.5,1.0,-0.48375,1.16125,0.8175,0.0625,4.53,0.4825,0,0,0,3,False,False,True,0.17353678,2.05429379,1,1.8491091666666668,0.6
3388,roxghf,341,A2EH0DH8QM4ZSB,1664714,Right,57,HPDI,13,HCAPS,25,HASI,103,HDOSPERT,6.5,HSAM,6.166666667,1,1,2,50,4.0,1.0,0.357142857,0.714285714,0.285714286,5,5,12,HDTD,100,-6,0,0,-6,74.0,0.0,-0.735,-0.21125,0.3025,0.46,3.50125,0.1575,0,1,0,3,False,False,True,0.975524852,1.123022016,1,0.46967480769230774,0.7307692307692307
3503,hzcjce,179,A10AUPF8B5NJPC,1664950,Left,10,LPDI,7,LCAPS,7,HASI,96,HDOSPERT,6.666666667,HSAM,5.333333333,1,1,5,75,3.0,0.5,0.928571429,0.714285714,0.142857143,1,1,8,LDTD,75,-13,-3,0,-16,58.0,1.0,-0.20125,1.44625,1.045,0.285,4.1925,0.5525,0,0,0,3,False,False,True,1.664956171,1.522257276,1,0.9733535,0.8333333333333334
